                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 3.0401,                 3.5356,                 3.5715,                0.00289,                0.52381,                0.00515,                0.00128,                 2.8177,                 4.1803,                 4.5294,               0.001545,               0.001545,               0.001545
                     20,                 2.9722,                 3.4748,                 3.4512,                0.00249,                0.22619,                0.00338,                0.00058,                 2.8419,                 4.1011,                 4.3819,              0.0016076,              0.0016076,              0.0016076
                     21,                 3.2119,                 3.4381,                 3.5463,                0.00324,                0.27381,                0.00478,                0.00129,                 2.8751,                 4.1073,                 4.3389,               0.001604,               0.001604,               0.001604
                     22,                 2.8344,                 3.2657,                  3.361,                0.02267,                 0.0119,                0.00939,                0.00288,                 2.8929,                 4.1359,                 4.3371,               0.001604,               0.001604,               0.001604
                     23,                 2.9527,                 3.4262,                 3.4011,                0.00767,                 0.0119,                 0.0159,                0.00625,                 2.9107,                 4.2123,                  4.412,              0.0015842,              0.0015842,              0.0015842
                     24,                 2.9333,                 3.3736,                 3.4405,                0.20598,                 0.0119,                0.00576,                0.00067,                 2.9492,                 4.7573,                 4.6657,              0.0015644,              0.0015644,              0.0015644
                     25,                 2.8805,                 3.4202,                 3.3573,                0.00148,                0.14286,                0.00088,                0.00017,                 2.9325,                 4.6963,                 4.5929,              0.0015446,              0.0015446,              0.0015446
                     26,                 3.0248,                 3.3122,                  3.385,                0.00362,                0.03571,                0.00174,                0.00041,                 2.7879,                 4.6279,                 4.3567,              0.0015248,              0.0015248,              0.0015248
                     27,                 3.1451,                 3.2871,                  3.423,                0.00233,                0.44048,                 0.0018,                0.00053,                  2.811,                 9.4449,                 4.1761,               0.001505,               0.001505,               0.001505
                     28,                 3.0663,                 3.1883,                 3.3559,                0.00516,                0.13095,                0.00339,                0.00095,                 2.7098,                  7.678,                 4.5692,              0.0014852,              0.0014852,              0.0014852
                     29,                 2.9932,                 3.1447,                  3.279,                0.01288,                0.04762,                0.00894,                0.00235,                 2.6206,                 4.1857,                  3.906,              0.0014654,              0.0014654,              0.0014654
                     30,                 2.8275,                 3.0928,                 3.1994,                0.17887,                0.04762,                0.02735,                0.00635,                 2.6003,                 4.6211,                 3.7775,              0.0014456,              0.0014456,              0.0014456
                     31,                 2.9562,                 3.2477,                 3.3252,                0.20079,                0.07143,                0.06296,                0.01765,                 2.6823,                 7.6181,                 3.6677,              0.0014258,              0.0014258,              0.0014258
                     32,                 2.9825,                 3.1241,                 3.3128,                0.08615,                0.17857,                0.03612,                0.00973,                 2.7644,                 10.092,                  4.013,               0.001406,               0.001406,               0.001406
                     33,                 2.8875,                 3.0864,                   3.26,                 0.0599,                0.28571,                0.03426,                0.00996,                 2.7625,                 11.758,                 4.1256,              0.0013862,              0.0013862,              0.0013862
                     34,                 2.9971,                 2.9887,                 3.2656,                 0.0365,                0.21429,                0.02548,                0.00812,                 2.6722,                  12.87,                 4.0673,              0.0013664,              0.0013664,              0.0013664
                     35,                 2.8768,                  3.154,                 3.2265,                0.14844,                0.20754,                  0.077,                0.02167,                 2.6613,                 3.7731,                 3.4765,              0.0013466,              0.0013466,              0.0013466
                     36,                 2.8542,                 3.0416,                 3.1486,                0.19806,                0.20238,                0.10875,                0.03172,                 2.5865,                 3.4777,                  3.266,              0.0013268,              0.0013268,              0.0013268
                     37,                 2.9415,                 2.9842,                 3.2081,                0.21417,                   0.25,                0.14599,                0.03948,                 2.6104,                 3.3168,                 3.1922,               0.001307,               0.001307,               0.001307
                     38,                 3.1034,                 3.0367,                 3.2589,                0.24177,                0.19048,                0.14426,                0.04356,                 2.5721,                  3.286,                  3.148,              0.0012872,              0.0012872,              0.0012872
                     39,                 2.9278,                 2.8796,                 3.1985,                0.36419,                0.21826,                0.18096,                0.04717,                 2.6625,                 3.1605,                 3.0542,              0.0012674,              0.0012674,              0.0012674
                     40,                  3.013,                 3.1054,                 3.2791,                0.42371,                0.25388,                 0.2178,                 0.0514,                 2.6885,                 4.2316,                 3.1127,              0.0012476,              0.0012476,              0.0012476
                     41,                 2.8089,                 2.7033,                  3.095,                0.41459,                0.27381,                0.23763,                0.05824,                 2.5572,                  4.095,                 3.1142,              0.0012278,              0.0012278,              0.0012278
                     42,                 2.7618,                 2.8758,                 3.1436,                0.27581,                   0.25,                0.19004,                0.04976,                 2.5664,                 3.8635,                 3.0673,               0.001208,               0.001208,               0.001208
                     43,                 2.9213,                 2.9804,                  3.173,                 0.4662,                0.16667,                 0.1907,                0.05143,                 2.6602,                 3.5946,                 3.0789,              0.0011882,              0.0011882,              0.0011882
                     44,                 2.9533,                 2.9336,                 3.2414,                0.27959,                  0.268,                0.19959,                0.05621,                 2.6069,                 3.6713,                 3.0495,              0.0011684,              0.0011684,              0.0011684
                     45,                 2.8155,                 2.7409,                 3.0926,                0.19857,                0.32143,                0.13841,                0.04023,                 2.5798,                 3.8094,                 3.0905,              0.0011486,              0.0011486,              0.0011486
                     46,                  2.805,                 2.7525,                 3.1274,                0.24276,                0.36905,                0.16478,                0.04669,                  2.526,                 3.3584,                 3.0371,              0.0011288,              0.0011288,              0.0011288
                     47,                 2.7744,                 2.7401,                 3.1487,                 0.2347,                0.35714,                0.16118,                0.04593,                  2.541,                 3.5117,                 3.0381,               0.001109,               0.001109,               0.001109
                     48,                 2.9135,                 2.7792,                 3.1363,                0.32857,                0.34524,                0.21348,                 0.0609,                 2.4988,                 3.1048,                 2.9621,              0.0010892,              0.0010892,              0.0010892
                     49,                 2.8098,                 2.7228,                 3.0602,                0.25968,                0.32143,                0.23241,                0.06438,                 2.4918,                 2.9862,                 2.9645,              0.0010694,              0.0010694,              0.0010694
                     50,                 2.9064,                 2.7524,                 3.1614,                 0.2636,                0.32143,                0.24367,                0.07306,                 2.4694,                 2.8901,                 2.9168,              0.0010496,              0.0010496,              0.0010496
                     51,                  2.882,                 2.8163,                 3.1051,                0.25938,                0.30952,                0.23497,                0.07079,                  2.459,                 2.8755,                 2.9113,              0.0010298,              0.0010298,              0.0010298
                     52,                 2.7138,                 2.6309,                 3.0102,                0.27587,                0.25401,                0.19408,                0.05792,                 2.4383,                 3.0453,                  2.996,                0.00101,                0.00101,                0.00101
                     53,                 2.7449,                 2.7955,                 3.0659,                0.17406,                0.30859,                0.19274,                0.05523,                 2.5033,                 3.1333,                 3.0166,              0.0009902,              0.0009902,              0.0009902
                     54,                 2.7569,                 2.6665,                 3.0666,                0.42572,                0.17857,                0.20238,                0.06177,                 2.4304,                 3.0695,                 2.9478,              0.0009704,              0.0009704,              0.0009704
                     55,                 2.6482,                 2.8027,                 3.0139,                0.29945,                   0.25,                 0.2354,                0.07357,                 2.3716,                 2.8747,                 2.9089,              0.0009506,              0.0009506,              0.0009506
                     56,                 2.8436,                 2.7487,                 3.1357,                0.24525,                0.29762,                0.22251,                0.07286,                 2.4119,                 2.8792,                 2.9057,              0.0009308,              0.0009308,              0.0009308
                     57,                 2.7279,                 2.5118,                 3.0358,                0.23133,                 0.2619,                0.22974,                0.07034,                 2.4332,                 2.8712,                 2.9016,               0.000911,               0.000911,               0.000911
                     58,                 2.8307,                 2.7355,                 3.0627,                0.17271,                0.38095,                0.18053,                0.05522,                 2.4461,                 2.8404,                 2.8784,              0.0008912,              0.0008912,              0.0008912
                     59,                 2.7328,                 2.7334,                 3.0378,                0.17195,                0.29762,                0.15751,                0.04418,                 2.4426,                 3.0251,                 2.8448,              0.0008714,              0.0008714,              0.0008714
                     60,                 2.8773,                 2.7132,                 3.0845,                0.23338,                0.28571,                0.20368,                0.05819,                 2.4334,                 2.8547,                 2.8148,              0.0008516,              0.0008516,              0.0008516
                     61,                  2.598,                 2.6003,                 2.9881,                0.29291,                0.28571,                0.22342,                0.05507,                 2.4307,                 2.7414,                 2.7869,              0.0008318,              0.0008318,              0.0008318
                     62,                 2.7107,                 2.5849,                 3.0188,                0.17405,                0.42857,                0.18453,                0.05069,                 2.4543,                 2.7563,                 2.8102,               0.000812,               0.000812,               0.000812
                     63,                 2.6056,                  2.584,                 2.9519,                0.21314,                0.46429,                 0.2024,                0.05826,                 2.3995,                 2.7696,                 2.7868,              0.0007922,              0.0007922,              0.0007922
                     64,                 2.6644,                 2.7667,                 3.0076,                0.22628,                0.41667,                0.21567,                0.07179,                 2.2533,                 2.8691,                 2.6933,              0.0007724,              0.0007724,              0.0007724
                     65,                 2.5712,                 2.6013,                 2.9175,                 0.2563,                0.38095,                0.22217,                0.07203,                 2.2302,                 2.7597,                 2.6875,              0.0007526,              0.0007526,              0.0007526
                     66,                 2.7393,                  2.581,                 2.9787,                0.24798,                0.33333,                0.20811,                0.07081,                  2.237,                 2.6869,                 2.6641,              0.0007328,              0.0007328,              0.0007328
                     67,                 2.5706,                 2.5319,                 2.9133,                0.25749,                0.36905,                0.21984,                 0.0774,                 2.2527,                 2.6644,                 2.6557,               0.000713,               0.000713,               0.000713
                     68,                 2.6613,                 2.5997,                 2.9016,                0.28755,                0.45238,                0.28729,                0.08389,                 2.3839,                 2.5492,                 2.6999,              0.0006932,              0.0006932,              0.0006932
                     69,                  2.722,                  2.507,                 2.9256,                0.18446,                0.24773,                0.16351,                0.03969,                 2.5566,                 2.7038,                 2.8355,              0.0006734,              0.0006734,              0.0006734
                     70,                  2.658,                 2.6036,                 2.9477,                0.15888,                0.22619,                0.11338,                0.02436,                 2.7304,                 3.3033,                 2.9928,              0.0006536,              0.0006536,              0.0006536
                     71,                 2.6361,                 2.5884,                 2.9767,                0.21504,                0.15476,                0.08318,                0.01887,                 2.8263,                 3.5731,                 3.1254,              0.0006338,              0.0006338,              0.0006338
                     72,                 2.5238,                 2.6797,                 2.8844,                 0.1413,                0.16667,                0.09663,                0.02265,                 2.5813,                 3.0309,                 2.9564,               0.000614,               0.000614,               0.000614
                     73,                 2.6742,                 2.5078,                 2.9888,                0.13778,                0.22619,                 0.1124,                0.02993,                 2.4221,                 2.7601,                 2.8312,              0.0005942,              0.0005942,              0.0005942
                     74,                 2.6032,                  2.536,                 2.9121,                0.18253,                 0.2619,                0.15061,                 0.0449,                 2.3757,                 2.6304,                  2.748,              0.0005744,              0.0005744,              0.0005744
                     75,                 2.7007,                 2.6116,                 2.9382,                0.25522,                0.40476,                  0.221,                0.06711,                 2.3478,                 2.5704,                 2.6818,              0.0005546,              0.0005546,              0.0005546
                     76,                 2.6197,                 2.5449,                 2.8535,                0.30401,                0.44048,                0.32693,                0.10882,                 2.2664,                 2.4597,                 2.6379,              0.0005348,              0.0005348,              0.0005348
                     77,                 2.6249,                 2.5805,                 2.8526,                0.35204,                0.47219,                0.35855,                0.11824,                 2.2258,                  2.391,                 2.6181,               0.000515,               0.000515,               0.000515
                     78,                  2.542,                 2.3611,                 2.8336,                0.35312,                0.47619,                0.35216,                 0.1153,                  2.202,                 2.3746,                 2.6082,              0.0004952,              0.0004952,              0.0004952
                     79,                 2.6513,                 2.5182,                 2.8939,                0.36977,                0.44048,                0.37204,                0.11994,                 2.1826,                 2.3588,                 2.5768,              0.0004754,              0.0004754,              0.0004754
                     80,                  2.615,                 2.4376,                  2.886,                 0.3601,                0.42208,                0.30384,                0.09694,                 2.1993,                 2.4318,                 2.5919,              0.0004556,              0.0004556,              0.0004556
                     81,                 2.6594,                 2.5418,                 2.9156,                0.30957,                0.42857,                0.28642,                0.09492,                 2.2201,                 2.4465,                 2.6135,              0.0004358,              0.0004358,              0.0004358
                     82,                 2.6855,                 2.5444,                 2.9218,                0.30888,                0.45238,                0.28222,                0.09194,                 2.2358,                 2.4691,                 2.6304,               0.000416,               0.000416,               0.000416
                     83,                 2.5685,                 2.4959,                 2.8605,                0.31264,                0.42857,                0.30975,                0.09471,                 2.2496,                 2.4763,                 2.6511,              0.0003962,              0.0003962,              0.0003962
                     84,                  2.514,                 2.4725,                 2.8261,                0.27408,                0.34524,                0.25782,                 0.0749,                 2.3294,                 2.5281,                 2.7041,              0.0003764,              0.0003764,              0.0003764
                     85,                 2.7097,                 2.4144,                 2.9059,                0.30617,                0.30996,                0.25689,                0.07707,                 2.3664,                 2.5838,                 2.7305,              0.0003566,              0.0003566,              0.0003566
                     86,                 2.5568,                 2.4114,                 2.8494,                0.38816,                0.28571,                0.27922,                0.08078,                 2.3625,                  2.588,                 2.7206,              0.0003368,              0.0003368,              0.0003368
                     87,                 2.5361,                 2.3271,                  2.849,                0.34822,                0.39286,                0.31533,                0.09379,                  2.329,                 2.5311,                 2.6862,               0.000317,               0.000317,               0.000317
                     88,                  2.567,                 2.4512,                 2.8396,                0.28604,                0.35714,                0.28689,                0.09145,                 2.2591,                 2.4194,                 2.6159,              0.0002972,              0.0002972,              0.0002972
                     89,                 2.5507,                  2.431,                 2.8575,                0.27422,                0.38095,                0.27138,                0.08931,                 2.2314,                 2.4194,                 2.6004,              0.0002774,              0.0002774,              0.0002774
                     90,                 2.6222,                 2.4193,                 2.8901,                0.26102,                0.41667,                0.28012,                0.09491,                 2.2137,                 2.3986,                 2.5905,              0.0002576,              0.0002576,              0.0002576
                     91,                 2.4022,                 2.6746,                 2.6683,                0.29308,                0.44048,                0.30504,                0.10326,                 2.1994,                 2.3729,                 2.5865,              0.0002378,              0.0002378,              0.0002378
                     92,                 2.4377,                 2.6515,                   2.74,                0.42679,                0.46429,                0.40801,                0.13613,                 2.1757,                   2.38,                 2.5973,               0.000218,               0.000218,               0.000218
                     93,                 2.3816,                 2.6911,                 2.6979,                0.39281,                0.45238,                0.39554,                0.13005,                 2.1723,                 2.4102,                  2.608,              0.0001982,              0.0001982,              0.0001982
                     94,                 2.4223,                 2.5927,                 2.7306,                0.36488,                0.36932,                0.34868,                0.11892,                 2.1773,                 2.4289,                 2.6068,              0.0001784,              0.0001784,              0.0001784
                     95,                 2.3663,                 2.5999,                 2.6948,                0.31335,                0.40476,                0.32959,                0.11321,                  2.164,                 2.4304,                 2.5943,              0.0001586,              0.0001586,              0.0001586
                     96,                 2.3247,                 2.5538,                 2.6486,                0.30154,                0.41667,                0.33202,                0.11822,                 2.1534,                 2.4139,                 2.5727,              0.0001388,              0.0001388,              0.0001388
                     97,                  2.441,                 2.4984,                 2.7263,                0.30952,                0.44048,                0.34249,                0.12119,                 2.1486,                 2.4018,                  2.566,               0.000119,               0.000119,               0.000119
                     98,                 2.3555,                 2.5104,                 2.7488,                0.33403,                0.45238,                0.34961,                0.12741,                 2.1404,                 2.3892,                 2.5494,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 2.2805,                 2.4072,                 2.6258,                0.35539,                0.45947,                0.36638,                0.13315,                 2.1337,                 2.3807,                 2.5338,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 2.2639,                 2.5807,                 2.6378,                0.36781,                0.52642,                0.35856,                 0.1368,                 2.1167,                 2.3678,                 2.5169,               5.96e-05,               5.96e-05,               5.96e-05
