                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.5083,                0.95357,                 1.7708,                0.95184,                0.95527,                0.98606,                0.61957,                 1.3346,                0.75882,                 1.7313,              0.0010034,              0.0010034,              0.0010034
                    154,                 1.5337,                0.94831,                 1.7828,                0.95558,                 0.9622,                0.98808,                0.63192,                 1.2774,                0.72817,                 1.6887,              0.0009968,              0.0009968,              0.0009968
                    155,                 1.5719,                0.98044,                 1.7993,                0.95523,                0.95527,                0.98634,                 0.6389,                 1.2472,                 0.7343,                 1.6726,              0.0009902,              0.0009902,              0.0009902
                    156,                 1.5181,                0.91644,                 1.7514,                0.94301,                0.94569,                0.97939,                0.61862,                 1.2995,                0.75555,                 1.6835,              0.0009836,              0.0009836,              0.0009836
                    157,                 1.4965,                0.92576,                 1.7426,                0.96318,                0.94569,                0.98137,                 0.6421,                 1.2211,                0.70452,                 1.6643,               0.000977,               0.000977,               0.000977
                    158,                 1.5241,                0.93807,                 1.7862,                 0.9401,                0.95275,                0.97569,                0.62313,                 1.2971,                0.75865,                 1.7062,              0.0009704,              0.0009704,              0.0009704
                    159,                 1.5559,                0.95172,                 1.7604,                0.94092,                0.96671,                0.97613,                0.61219,                 1.3468,                0.75906,                 1.7435,              0.0009638,              0.0009638,              0.0009638
                    160,                 1.5592,                0.94861,                 1.7973,                0.94717,                0.95208,                0.97956,                0.64268,                  1.252,                0.72802,                 1.6564,              0.0009572,              0.0009572,              0.0009572
                    161,                 1.5722,                0.99271,                 1.7854,                0.92566,                0.95477,                0.98328,                0.64069,                 1.2731,                0.72128,                 1.6769,              0.0009506,              0.0009506,              0.0009506
                    162,                 1.5609,                0.94865,                 1.7543,                0.94293,                0.95012,                0.98501,                 0.6179,                 1.3406,                0.74093,                  1.762,               0.000944,               0.000944,               0.000944
                    163,                 1.5151,                0.92384,                 1.7884,                0.95302,                0.97208,                 0.9884,                 0.6536,                 1.2215,                0.70492,                 1.6633,              0.0009374,              0.0009374,              0.0009374
                    164,                 1.5498,                0.94861,                 1.7833,                  0.935,                0.96505,                0.98323,                   0.63,                 1.2788,                0.71927,                 1.7374,              0.0009308,              0.0009308,              0.0009308
                    165,                 1.4605,                0.89236,                 1.7431,                0.95275,                0.97444,                0.98675,                0.66222,                 1.1723,                0.67618,                 1.6241,              0.0009242,              0.0009242,              0.0009242
                    166,                 1.4893,                0.88042,                 1.7098,                0.96746,                0.97764,                0.98981,                0.66155,                 1.1741,                 0.6808,                 1.6366,              0.0009176,              0.0009176,              0.0009176
                    167,                 1.4938,                0.90828,                 1.7636,                0.95479,                0.98403,                0.99072,                0.66063,                  1.218,                0.70717,                 1.6206,               0.000911,               0.000911,               0.000911
                    168,                 1.5361,                0.94495,                 1.7805,                0.96153,                0.96805,                0.99009,                 0.6566,                  1.226,                 0.7039,                 1.6236,              0.0009044,              0.0009044,              0.0009044
                    169,                 1.4672,                0.88869,                 1.6835,                0.95904,                 0.9724,                0.99008,                0.67799,                 1.1676,                0.69206,                  1.583,              0.0008978,              0.0008978,              0.0008978
                    170,                 1.4671,                0.87658,                 1.6992,                0.95431,                0.96486,                0.98953,                0.67095,                 1.1929,                0.67033,                 1.5946,              0.0008912,              0.0008912,              0.0008912
                    171,                 1.4508,                0.90278,                 1.6922,                0.97544,                0.96805,                0.98739,                0.67299,                 1.1649,                0.66517,                 1.5767,              0.0008846,              0.0008846,              0.0008846
                    172,                 1.4413,                0.88259,                 1.6828,                0.96356,                0.96166,                 0.9885,                0.67745,                 1.1711,                0.66625,                 1.5635,               0.000878,               0.000878,               0.000878
                    173,                 1.4699,                0.89093,                 1.7179,                  0.965,                0.97125,                0.98836,                 0.6705,                 1.1819,                 0.6668,                 1.5944,              0.0008714,              0.0008714,              0.0008714
                    174,                 1.4835,                0.85523,                 1.7391,                0.95314,                0.96805,                0.98941,                0.67909,                 1.1921,                0.66328,                   1.58,              0.0008648,              0.0008648,              0.0008648
                    175,                 1.4618,                0.88713,                 1.7042,                0.95592,                0.96995,                 0.9881,                0.67828,                 1.1735,                0.67704,                 1.5936,              0.0008582,              0.0008582,              0.0008582
                    176,                 1.4816,                0.89383,                 1.7336,                0.95257,                0.96252,                0.98492,                0.64937,                 1.2182,                0.69851,                 1.6245,              0.0008516,              0.0008516,              0.0008516
                    177,                 1.4275,                0.87822,                 1.7069,                0.94703,                0.96166,                0.98791,                  0.654,                 1.2031,                0.70039,                 1.6175,               0.000845,               0.000845,               0.000845
                    178,                 1.3905,                0.86258,                 1.6902,                0.94309,                0.98083,                0.99068,                0.67084,                 1.1781,                0.66067,                 1.5646,              0.0008384,              0.0008384,              0.0008384
                    179,                 1.5074,                0.89827,                  1.727,                0.95795,                0.99361,                0.99159,                0.68664,                  1.183,                0.63618,                 1.5863,              0.0008318,              0.0008318,              0.0008318
                    180,                 1.4685,                0.88381,                 1.7144,                 0.9686,                0.98553,                0.99119,                0.70593,                 1.1111,                0.63161,                 1.5438,              0.0008252,              0.0008252,              0.0008252
                    181,                 1.4269,                0.84652,                 1.6923,                0.97156,                0.98226,                0.99185,                0.70753,                 1.0858,                0.61767,                 1.5275,              0.0008186,              0.0008186,              0.0008186
                    182,                  1.398,                0.89169,                 1.6743,                0.96881,                0.99226,                 0.9928,                0.72049,                 1.0747,                0.62411,                 1.5187,               0.000812,               0.000812,               0.000812
                    183,                 1.4101,                0.85162,                 1.6909,                0.96413,                0.98722,                0.99272,                0.71425,                 1.0849,                 0.6351,                 1.5235,              0.0008054,              0.0008054,              0.0008054
                    184,                 1.3927,                0.85279,                 1.6651,                0.95987,                0.99337,                0.99258,                0.69855,                 1.1039,                0.62889,                  1.551,              0.0007988,              0.0007988,              0.0007988
                    185,                 1.3921,                0.86762,                 1.6844,                 0.9669,                0.97444,                0.99259,                0.70992,                 1.0729,                0.62772,                 1.5316,              0.0007922,              0.0007922,              0.0007922
                    186,                 1.3978,                 0.8496,                 1.6797,                0.97152,                0.98099,                 0.9914,                0.70973,                 1.0649,                0.60578,                 1.5089,              0.0007856,              0.0007856,              0.0007856
                    187,                 1.3669,                0.82239,                 1.6454,                0.97459,                0.98025,                0.99212,                 0.7179,                 1.0698,                0.60778,                  1.502,               0.000779,               0.000779,               0.000779
                    188,                 1.3759,                0.82661,                 1.6478,                0.96714,                0.97125,                0.99149,                0.70334,                 1.1179,                0.61555,                  1.546,              0.0007724,              0.0007724,              0.0007724
                    189,                 1.4046,                0.80621,                 1.6423,                0.97408,                 0.9607,                0.99068,                0.68052,                 1.1587,                 0.6368,                 1.5874,              0.0007658,              0.0007658,              0.0007658
                    190,                 1.4051,                0.87072,                 1.6534,                 0.9749,                0.98083,                0.99228,                0.71578,                 1.0637,                0.62234,                 1.4993,              0.0007592,              0.0007592,              0.0007592
                    191,                 1.3934,                0.82744,                 1.6464,                 0.9684,                0.97925,                0.99265,                0.72499,                 1.0567,                0.60837,                 1.4948,              0.0007526,              0.0007526,              0.0007526
                    192,                 1.4039,                0.82852,                 1.6455,                0.97129,                0.98083,                0.99248,                0.72687,                 1.0442,                0.58315,                 1.4661,               0.000746,               0.000746,               0.000746
                    193,                 1.3697,                    0.8,                 1.6217,                0.96082,                0.97444,                0.99211,                0.71181,                 1.0909,                0.59168,                 1.5118,              0.0007394,              0.0007394,              0.0007394
                    194,                 1.3756,                0.80213,                 1.6542,                 0.9776,                0.97603,                0.99282,                0.72507,                 1.0595,                0.58366,                 1.4999,              0.0007328,              0.0007328,              0.0007328
                    195,                 1.3918,                0.81141,                 1.6232,                0.97537,                0.98083,                0.99338,                0.73475,                  1.023,                 0.5911,                 1.4822,              0.0007262,              0.0007262,              0.0007262
                    196,                 1.3294,                0.81633,                 1.6595,                0.97592,                0.97764,                0.99273,                0.72955,                 1.0126,                0.59017,                 1.4613,              0.0007196,              0.0007196,              0.0007196
                    197,                 1.3822,                0.82235,                 1.6662,                0.97422,                0.98403,                 0.9929,                0.74491,                0.98135,                0.57725,                 1.4425,               0.000713,               0.000713,               0.000713
                    198,                 1.3683,                0.78176,                 1.6317,                0.97148,                0.97929,                0.99305,                0.72731,                 1.0355,                0.57797,                 1.4573,              0.0007064,              0.0007064,              0.0007064
                    199,                 1.4001,                0.84733,                 1.6512,                 0.9819,                0.98722,                0.99288,                 0.7448,                0.99531,                0.56274,                 1.4255,              0.0006998,              0.0006998,              0.0006998
                    200,                 1.3013,                 0.8016,                 1.6038,                0.96501,                0.97125,                 0.9909,                 0.7176,                 1.0532,                0.60126,                 1.4857,              0.0006932,              0.0006932,              0.0006932
                    201,                 1.3248,                0.79049,                 1.6218,                0.96836,                0.97773,                0.99183,                0.72813,                 1.0388,                0.59785,                 1.4564,              0.0006866,              0.0006866,              0.0006866
                    202,                 1.2885,                0.77025,                  1.568,                0.97471,                0.98526,                 0.9934,                0.73636,                 1.0418,                0.58259,                 1.4499,                0.00068,                0.00068,                0.00068
                    203,                 1.3369,                 0.7791,                 1.5982,                0.97777,                0.98362,                0.99342,                0.74049,                 1.0187,                0.56984,                 1.4305,              0.0006734,              0.0006734,              0.0006734
                    204,                 1.3329,                0.81182,                 1.6127,                0.97062,                0.98083,                0.99341,                0.73149,                 1.0169,                0.56802,                 1.4351,              0.0006668,              0.0006668,              0.0006668
                    205,                 1.3373,                 0.7951,                 1.5866,                0.96311,                0.97764,                0.99251,                0.72526,                 1.0184,                0.58499,                 1.4609,              0.0006602,              0.0006602,              0.0006602
                    206,                 1.2971,                0.77824,                  1.564,                0.97042,                0.97125,                0.99255,                0.73347,                0.99769,                0.58274,                 1.4325,              0.0006536,              0.0006536,              0.0006536
                    207,                 1.3539,                0.81561,                 1.6215,                0.97751,                  0.972,                 0.9925,                0.72843,                 1.0123,                0.57718,                 1.4513,               0.000647,               0.000647,               0.000647
                    208,                 1.4138,                 0.8351,                   1.69,                0.98391,                0.97694,                0.99364,                0.72834,                 1.0209,                0.56764,                 1.4512,              0.0006404,              0.0006404,              0.0006404
                    209,                  1.353,                0.83835,                 1.6126,                0.98283,                0.99042,                0.99399,                0.74664,                0.95702,                0.54839,                 1.4134,              0.0006338,              0.0006338,              0.0006338
                    210,                 1.3094,                0.74977,                 1.5794,                0.96915,                0.98722,                0.99229,                0.74785,                0.95674,                0.55184,                 1.4038,              0.0006272,              0.0006272,              0.0006272
                    211,                 1.2859,                0.77619,                 1.5653,                0.96558,                0.98579,                0.99179,                0.74592,                0.98626,                0.57031,                 1.4226,              0.0006206,              0.0006206,              0.0006206
                    212,                 1.3335,                0.81763,                 1.6142,                0.97723,                0.98083,                0.99303,                0.74787,                0.97316,                0.55587,                 1.4131,               0.000614,               0.000614,               0.000614
                    213,                  1.311,                0.77172,                  1.562,                0.98593,                0.98083,                0.99359,                0.74634,                0.96119,                0.55105,                 1.4188,              0.0006074,              0.0006074,              0.0006074
                    214,                 1.2461,                0.74115,                 1.5254,                0.98936,                0.97764,                0.99381,                0.74497,                0.95187,                0.55793,                 1.4024,              0.0006008,              0.0006008,              0.0006008
                    215,                 1.2852,                0.75387,                 1.5831,                0.99028,                0.97618,                0.99378,                0.74592,                0.96426,                0.55264,                 1.4006,              0.0005942,              0.0005942,              0.0005942
                    216,                 1.3014,                0.76651,                 1.5886,                0.97463,                0.98206,                0.99375,                0.74063,                0.99767,                0.55089,                 1.4395,              0.0005876,              0.0005876,              0.0005876
                    217,                 1.3633,                0.80375,                 1.6163,                0.97477,                 0.9875,                0.99376,                0.75631,                0.93381,                0.53953,                 1.3796,               0.000581,               0.000581,               0.000581
                    218,                 1.3279,                0.80105,                 1.6199,                0.97899,                0.97764,                0.99357,                0.74182,                0.94645,                0.55119,                 1.3953,              0.0005744,              0.0005744,              0.0005744
                    219,                 1.2568,                0.77819,                 1.5379,                0.97842,                0.97444,                0.99334,                0.73052,                0.99478,                0.55956,                 1.4383,              0.0005678,              0.0005678,              0.0005678
                    220,                 1.3056,                0.76325,                 1.5631,                0.97471,                0.98491,                0.99411,                0.74865,                0.95599,                0.54441,                 1.4112,              0.0005612,              0.0005612,              0.0005612
                    221,                 1.2513,                0.75047,                 1.5368,                0.99354,                0.98284,                0.99471,                0.76336,                0.91608,                0.53274,                 1.3838,              0.0005546,              0.0005546,              0.0005546
                    222,                 1.2681,                0.76084,                 1.5475,                0.98522,                0.98722,                0.99445,                0.74671,                0.96336,                0.53791,                 1.4044,               0.000548,               0.000548,               0.000548
                    223,                 1.2518,                0.73622,                 1.5455,                  0.981,                0.98993,                0.99406,                0.76392,                0.90905,                0.51993,                 1.3719,              0.0005414,              0.0005414,              0.0005414
                    224,                 1.3186,                0.78101,                 1.5985,                0.98402,                0.98386,                0.99393,                0.75832,                0.92407,                0.52549,                 1.3673,              0.0005348,              0.0005348,              0.0005348
                    225,                 1.2678,                0.76666,                 1.5469,                0.98395,                0.97907,                0.99356,                0.73765,                0.97289,                0.54073,                 1.3838,              0.0005282,              0.0005282,              0.0005282
                    226,                 1.3371,                0.79556,                 1.6146,                0.97774,                0.98223,                0.99361,                0.77165,                0.89433,                0.53859,                 1.3472,              0.0005216,              0.0005216,              0.0005216
                    227,                 1.2381,                0.75918,                 1.5495,                0.98202,                0.99042,                0.99425,                0.77386,                0.89548,                0.52501,                 1.3397,               0.000515,               0.000515,               0.000515
                    228,                 1.2513,                0.76213,                 1.5468,                 0.9841,                0.98856,                0.99445,                0.74875,                0.96778,                0.53099,                 1.3955,              0.0005084,              0.0005084,              0.0005084
                    229,                 1.2362,                0.74134,                   1.55,                0.97783,                0.98628,                0.99378,                0.74025,                0.99181,                0.52483,                 1.4236,              0.0005018,              0.0005018,              0.0005018
                    230,                 1.2541,                0.71032,                 1.5598,                0.97781,                0.98564,                0.99397,                0.76999,                0.90506,                0.51532,                 1.3464,              0.0004952,              0.0004952,              0.0004952
                    231,                  1.284,                0.75725,                 1.5548,                0.98219,                0.98403,                0.99426,                0.77524,                0.89287,                0.51251,                 1.3468,              0.0004886,              0.0004886,              0.0004886
                    232,                  1.263,                 0.7335,                 1.5528,                0.97919,                0.98083,                0.99364,                0.77218,                0.90446,                0.52276,                  1.377,               0.000482,               0.000482,               0.000482
                    233,                 1.2798,                  0.698,                  1.524,                0.98086,                0.98216,                0.99321,                0.77963,                0.89643,                0.51022,                 1.3637,              0.0004754,              0.0004754,              0.0004754
                    234,                 1.2354,                0.73526,                 1.5325,                0.98647,                0.98083,                0.99399,                0.77251,                0.91993,                0.51048,                 1.3586,              0.0004688,              0.0004688,              0.0004688
                    235,                 1.2285,                0.70278,                 1.4982,                0.98219,                0.98403,                0.99428,                0.77581,                 0.9071,                0.51042,                 1.3355,              0.0004622,              0.0004622,              0.0004622
                    236,                 1.1677,                0.70089,                 1.4903,                 0.9824,                0.98403,                0.99416,                0.79031,                0.86089,                0.50548,                 1.3166,              0.0004556,              0.0004556,              0.0004556
                    237,                 1.2935,                0.76658,                 1.5897,                0.98285,                0.98083,                0.99422,                0.76968,                0.91295,                0.51576,                 1.3508,               0.000449,               0.000449,               0.000449
                    238,                 1.1712,                  0.679,                 1.4911,                0.98697,                0.99042,                0.99421,                0.78743,                0.86996,                 0.5138,                 1.3217,              0.0004424,              0.0004424,              0.0004424
                    239,                 1.1825,                0.71093,                 1.4678,                0.97731,                0.99042,                0.99385,                0.78635,                0.86648,                0.51027,                  1.323,              0.0004358,              0.0004358,              0.0004358
                    240,                 1.2463,                0.76867,                 1.5258,                 0.9814,                0.98722,                 0.9939,                0.78148,                0.87067,                0.51037,                 1.3196,              0.0004292,              0.0004292,              0.0004292
                    241,                 1.2003,                0.68805,                 1.4869,                0.98109,                0.98403,                0.99402,                0.77886,                0.89671,                0.50554,                 1.3131,              0.0004226,              0.0004226,              0.0004226
                    242,                 1.1813,                0.67714,                 1.4564,                 0.9872,                 0.9854,                0.99382,                0.76688,                0.91506,                0.50381,                 1.3322,               0.000416,               0.000416,               0.000416
                    243,                 1.2303,                0.72803,                 1.5159,                0.98805,                0.98403,                 0.9939,                0.78135,                0.87896,                0.49224,                 1.3065,              0.0004094,              0.0004094,              0.0004094
                    244,                 1.1866,                0.71121,                 1.5221,                0.99356,                0.98658,                0.99411,                0.77153,                0.92591,                0.50919,                 1.3382,              0.0004028,              0.0004028,              0.0004028
                    245,                 1.1971,                0.72054,                 1.5051,                0.98343,                0.99361,                0.99421,                0.79276,                0.83243,                0.49278,                 1.2951,              0.0003962,              0.0003962,              0.0003962
                    246,                  1.194,                0.70294,                 1.5022,                0.98716,                0.98242,                0.99374,                0.79175,                0.82357,                0.48372,                  1.291,              0.0003896,              0.0003896,              0.0003896
                    247,                 1.2192,                0.69643,                 1.4864,                0.98726,                 0.9902,                0.99407,                0.79126,                0.85562,                0.47939,                  1.295,               0.000383,               0.000383,               0.000383
                    248,                 1.1598,                 0.6653,                 1.4554,                 0.9872,                0.99042,                0.99414,                0.79393,                0.86831,                0.48717,                 1.2923,              0.0003764,              0.0003764,              0.0003764
                    249,                  1.195,                0.69525,                 1.4926,                0.98943,                0.98722,                0.99398,                0.79271,                0.84106,                 0.4806,                 1.2846,              0.0003698,              0.0003698,              0.0003698
                    250,                 1.1713,                0.68762,                 1.4769,                0.98726,                0.99021,                  0.994,                0.79796,                0.82969,                0.48452,                 1.2797,              0.0003632,              0.0003632,              0.0003632
                    251,                 1.1809,                0.71726,                 1.4915,                 0.9889,                0.99042,                0.99421,                0.79788,                 0.8358,                0.48512,                 1.2831,              0.0003566,              0.0003566,              0.0003566
                    252,                 1.1859,                0.69476,                 1.4948,                0.98722,                0.98722,                0.99458,                  0.796,                0.81779,                0.48937,                 1.2812,                0.00035,                0.00035,                0.00035
                    253,                 1.1526,                0.70876,                 1.4904,                0.98052,                0.99361,                0.99442,                0.80405,                0.80625,                0.48216,                  1.276,              0.0003434,              0.0003434,              0.0003434
                    254,                 1.1526,                0.68341,                 1.4722,                0.98729,                0.99268,                0.99432,                0.80182,                0.83696,                0.46939,                 1.2753,              0.0003368,              0.0003368,              0.0003368
                    255,                 1.1925,                 0.7002,                 1.4638,                0.99044,                0.99254,                0.99435,                0.80678,                0.80742,                0.46705,                 1.2603,              0.0003302,              0.0003302,              0.0003302
                    256,                 1.2017,                0.71241,                 1.5231,                0.99356,                 0.9863,                0.99442,                0.80256,                0.81118,                0.47438,                 1.2608,              0.0003236,              0.0003236,              0.0003236
                    257,                 1.1848,                0.68778,                 1.4727,                0.98874,                0.98722,                0.99435,                0.79419,                0.85728,                0.48905,                 1.2846,               0.000317,               0.000317,               0.000317
                    258,                  1.143,                0.65377,                  1.419,                0.99039,                0.98778,                0.99438,                0.79608,                0.83304,                0.48518,                 1.2896,              0.0003104,              0.0003104,              0.0003104
                    259,                 1.1705,                0.69336,                 1.4727,                0.98414,                0.99125,                0.99401,                0.80075,                0.81699,                0.48147,                  1.286,              0.0003038,              0.0003038,              0.0003038
                    260,                 1.1699,                0.67335,                 1.4584,                0.98922,                0.99042,                0.99418,                 0.8058,                0.80835,                0.46982,                 1.2738,              0.0002972,              0.0002972,              0.0002972
                    261,                 1.1327,                0.67574,                 1.4649,                0.98643,                0.99042,                0.99414,                0.80284,                0.81754,                0.47248,                 1.2832,              0.0002906,              0.0002906,              0.0002906
                    262,                 1.1933,                0.69757,                 1.4826,                0.98105,                0.99265,                0.99435,                 0.7904,                0.84545,                0.48871,                 1.2971,               0.000284,               0.000284,               0.000284
                    263,                 1.1447,                 0.6855,                 1.4883,                0.98392,                0.99042,                0.99435,                0.79548,                0.82358,                0.48763,                 1.2765,              0.0002774,              0.0002774,              0.0002774
                    264,                 1.2072,                0.74079,                 1.4953,                0.98636,                0.98403,                0.99426,                0.80022,                0.81734,                0.48627,                 1.2718,              0.0002708,              0.0002708,              0.0002708
                    265,                 1.1557,                0.66649,                 1.4451,                0.98374,                0.98403,                0.99436,                0.79522,                0.81067,                0.47804,                 1.2679,              0.0002642,              0.0002642,              0.0002642
                    266,                 1.1224,                0.65123,                  1.418,                0.99176,                0.98403,                0.99449,                0.81824,                0.77452,                 0.4617,                 1.2386,              0.0002576,              0.0002576,              0.0002576
                    267,                 1.2057,                0.70078,                 1.4819,                0.99356,                0.98605,                0.99455,                0.81146,                0.79456,                0.46733,                 1.2489,               0.000251,               0.000251,               0.000251
                    268,                 1.2212,                0.71325,                 1.5219,                0.99357,                0.98676,                0.99465,                0.80665,                0.79609,                0.46893,                 1.2605,              0.0002444,              0.0002444,              0.0002444
                    269,                 1.1717,                0.68347,                 1.4675,                0.99357,                0.98685,                0.99478,                0.80353,                 0.8134,                0.47456,                 1.2701,              0.0002378,              0.0002378,              0.0002378
                    270,                 1.1354,                0.66952,                 1.4411,                0.99358,                0.98884,                0.99464,                0.80033,                 0.8206,                0.47565,                 1.2672,              0.0002312,              0.0002312,              0.0002312
                    271,                 1.0995,                0.66499,                 1.3993,                0.99159,                0.98722,                0.99448,                0.81344,                 0.7965,                0.46964,                 1.2522,              0.0002246,              0.0002246,              0.0002246
                    272,                 1.1567,                0.67902,                 1.4585,                0.99041,                0.98947,                0.99439,                0.80365,                0.81712,                0.46494,                 1.2664,               0.000218,               0.000218,               0.000218
                    273,                 1.1464,                0.66485,                 1.4525,                 0.9872,                0.98553,                0.99438,                   0.82,                0.76656,                0.45199,                 1.2327,              0.0002114,              0.0002114,              0.0002114
                    274,                 1.0842,                0.65472,                 1.3921,                 0.9792,                0.99361,                0.99419,                0.79847,                0.81885,                0.47187,                 1.2537,              0.0002048,              0.0002048,              0.0002048
                    275,                 1.1615,                 0.6861,                 1.4312,                0.97931,                0.99361,                0.99439,                 0.8208,                0.77929,                0.46346,                 1.2354,              0.0001982,              0.0001982,              0.0001982
                    276,                 1.1199,                0.67452,                 1.4645,                0.98727,                0.99089,                0.99439,                0.81586,                0.78359,                0.46679,                 1.2472,              0.0001916,              0.0001916,              0.0001916
                    277,                 1.0383,                0.64232,                  1.378,                0.98727,                0.99123,                0.99442,                 0.8257,                0.75753,                0.46444,                  1.231,               0.000185,               0.000185,               0.000185
                    278,                 1.1278,                0.64203,                 1.4394,                0.99043,                0.99192,                0.99435,                0.82968,                0.74381,                0.45589,                 1.2214,              0.0001784,              0.0001784,              0.0001784
                    279,                 1.0866,                 0.6459,                 1.4107,                0.99043,                0.99247,                0.99451,                0.82954,                 0.7464,                 0.4601,                 1.2261,              0.0001718,              0.0001718,              0.0001718
                    280,                  1.073,                0.62714,                  1.424,                0.99021,                0.99361,                0.99465,                0.82964,                0.74754,                0.45389,                 1.2232,              0.0001652,              0.0001652,              0.0001652
                    281,                 1.1069,                  0.642,                 1.4253,                0.98726,                0.99046,                0.99461,                0.82949,                0.74787,                0.45099,                 1.2141,              0.0001586,              0.0001586,              0.0001586
                    282,                 1.1389,                0.67303,                 1.4299,                0.99358,                0.98895,                0.99481,                0.83195,                0.73635,                0.44389,                 1.2043,               0.000152,               0.000152,               0.000152
                    283,                 1.1375,                0.67742,                 1.4623,                0.99043,                0.99245,                 0.9949,                0.83456,                0.72886,                0.44416,                 1.2067,              0.0001454,              0.0001454,              0.0001454
                    284,                 1.0874,                0.63533,                 1.4113,                0.99044,                0.99275,                0.99487,                0.83365,                0.72738,                  0.447,                  1.209,              0.0001388,              0.0001388,              0.0001388
                    285,                 1.0544,                 0.6328,                 1.3677,                0.99044,                0.99298,                0.99477,                0.82671,                0.74287,                0.45224,                 1.2189,              0.0001322,              0.0001322,              0.0001322
                    286,                 1.1211,                0.65699,                 1.4151,                0.98938,                0.99042,                0.99474,                0.82284,                0.74833,                0.45503,                 1.2231,              0.0001256,              0.0001256,              0.0001256
                    287,                 1.0635,                0.62323,                 1.3913,                 0.9895,                0.99042,                0.99484,                0.82838,                 0.7365,                0.45178,                 1.2182,               0.000119,               0.000119,               0.000119
                    288,                 1.0754,                0.63826,                 1.3893,                0.99041,                0.98997,                0.99487,                0.83231,                 0.7188,                0.44375,                 1.2037,              0.0001124,              0.0001124,              0.0001124
                    289,                 1.0655,                0.65725,                 1.4226,                0.99043,                 0.9922,                0.99484,                0.83824,                0.71384,                0.44244,                 1.1981,              0.0001058,              0.0001058,              0.0001058
                    290,                 1.1184,                0.66952,                 1.4439,                0.99044,                0.99283,                0.99478,                0.83646,                0.71281,                 0.4463,                 1.1939,               9.92e-05,               9.92e-05,               9.92e-05
                    291,                 1.0452,                 0.6509,                 1.4249,                0.99043,                0.99182,                0.99465,                0.83081,                0.72586,                0.45279,                 1.2033,               9.26e-05,               9.26e-05,               9.26e-05
                    292,                 1.0439,                0.62157,                  1.409,                0.98723,                0.98792,                0.99438,                0.81662,                0.76592,                0.46344,                 1.2275,                8.6e-05,                8.6e-05,                8.6e-05
                    293,                 1.0192,                0.58852,                 1.3852,                0.98643,                0.98722,                0.99432,                0.80492,                0.79289,                0.46993,                 1.2453,               7.94e-05,               7.94e-05,               7.94e-05
                    294,                 1.0515,                0.58463,                  1.399,                0.98726,                0.99005,                0.99442,                0.79861,                0.81336,                 0.4756,                 1.2608,               7.28e-05,               7.28e-05,               7.28e-05
                    295,                0.97255,                0.55121,                 1.3586,                0.98683,                0.99042,                0.99442,                0.79373,                0.82348,                0.47884,                  1.269,               6.62e-05,               6.62e-05,               6.62e-05
                    296,                0.98608,                0.55709,                 1.3822,                0.98724,                0.98866,                0.99436,                0.79516,                0.81252,                0.47647,                 1.2609,               5.96e-05,               5.96e-05,               5.96e-05
                    297,                 0.9763,                0.54351,                  1.364,                0.98724,                0.98843,                0.99442,                0.79798,                0.80194,                0.47125,                 1.2527,                5.3e-05,                5.3e-05,                5.3e-05
                    298,                0.97395,                0.54606,                 1.3616,                0.98727,                0.99132,                0.99445,                0.80694,                0.78318,                0.46741,                 1.2382,               4.64e-05,               4.64e-05,               4.64e-05
                    299,                 0.9259,                0.51412,                 1.3162,                0.98665,                0.99361,                0.99452,                0.81019,                0.77651,                0.46487,                 1.2331,               3.98e-05,               3.98e-05,               3.98e-05
                    300,                0.93152,                0.54315,                 1.3242,                0.98631,                0.99361,                0.99455,                0.81513,                0.76678,                0.46166,                 1.2243,               3.32e-05,               3.32e-05,               3.32e-05
