                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                  2.194,                 1.6597,                 2.3383,                0.63788,                0.63033,                0.63992,                0.21523,                 2.1389,                 1.8275,                 2.5307,              0.0017426,              0.0017426,              0.0017426
                     42,                 2.2065,                 1.6885,                 2.3502,                0.74015,                0.70607,                0.75737,                0.30153,                 1.8993,                 1.6232,                 2.3602,               0.001736,               0.001736,               0.001736
                     43,                 2.0981,                 1.6132,                 2.3031,                0.74326,                0.73802,                0.77943,                 0.3045,                 1.9267,                 1.4615,                 2.3528,              0.0017294,              0.0017294,              0.0017294
                     44,                 2.2057,                 1.5948,                 2.3588,                0.69652,                0.71246,                0.70586,                0.25907,                 2.0112,                 1.4552,                 2.4417,              0.0017228,              0.0017228,              0.0017228
                     45,                 2.1517,                 1.5667,                 2.2871,                0.67281,                0.66354,                0.71519,                0.27968,                 1.9349,                 1.4754,                 2.4282,              0.0017162,              0.0017162,              0.0017162
                     46,                 2.1359,                 1.5316,                 2.3063,                0.68807,                0.71181,                0.72618,                0.27206,                  2.121,                 1.5043,                 2.4947,              0.0017096,              0.0017096,              0.0017096
                     47,                 2.1372,                 1.5097,                 2.2786,                0.63328,                0.69517,                0.71111,                0.27024,                 2.0264,                 1.6254,                 2.4279,               0.001703,               0.001703,               0.001703
                     48,                 2.2267,                  1.577,                  2.379,                0.68844,                0.67732,                0.72653,                0.28722,                 2.0357,                 1.4837,                 2.4375,              0.0016964,              0.0016964,              0.0016964
                     49,                 2.1279,                 1.5925,                 2.3092,                0.70724,                 0.7255,                0.75954,                 0.3114,                 1.8849,                 1.5651,                  2.335,              0.0016898,              0.0016898,              0.0016898
                     50,                 2.0614,                 1.5778,                 2.3144,                 0.7591,                 0.7508,                 0.7915,                0.32936,                 1.8998,                 1.3708,                 2.3503,              0.0016832,              0.0016832,              0.0016832
                     51,                 2.1224,                 1.5236,                 2.3132,                0.69329,                0.73661,                0.74655,                0.30244,                 1.9724,                 1.4341,                  2.375,              0.0016766,              0.0016766,              0.0016766
                     52,                 2.1835,                 1.5646,                 2.2848,                0.70975,                0.72843,                0.73265,                0.27432,                 2.0735,                 1.4833,                 2.4125,                0.00167,                0.00167,                0.00167
                     53,                 2.1771,                 1.6317,                 2.3355,                0.74882,                0.69529,                0.76519,                0.30614,                 1.9851,                 1.4223,                 2.3516,              0.0016634,              0.0016634,              0.0016634
                     54,                 2.0421,                 1.5141,                 2.2135,                0.73605,                0.73482,                0.76166,                0.29456,                 1.9571,                 1.5204,                 2.3169,              0.0016568,              0.0016568,              0.0016568
                     55,                 2.0843,                 1.5632,                 2.2108,                0.72871,                0.76379,                0.77932,                0.31736,                  1.925,                 1.4685,                 2.2606,              0.0016502,              0.0016502,              0.0016502
                     56,                 2.0564,                 1.4893,                 2.1889,                0.77563,                0.77313,                0.82425,                0.33732,                 1.8897,                 1.3524,                 2.2665,              0.0016436,              0.0016436,              0.0016436
                     57,                 1.9997,                 1.4433,                 2.2048,                0.78058,                0.77316,                0.81972,                0.34876,                 1.8635,                 1.3161,                 2.2568,               0.001637,               0.001637,               0.001637
                     58,                  2.072,                 1.4408,                 2.2376,                0.81643,                0.79233,                0.84983,                0.35491,                 1.8501,                 1.3282,                 2.2631,              0.0016304,              0.0016304,              0.0016304
                     59,                 2.0411,                 1.3859,                 2.1868,                0.81255,                0.76172,                0.84203,                0.35523,                 1.8363,                 1.3184,                 2.2583,              0.0016238,              0.0016238,              0.0016238
                     60,                 2.0598,                 1.5105,                 2.1812,                0.75841,                0.72204,                0.79544,                0.33997,                 1.8473,                 1.4066,                 2.2689,              0.0016172,              0.0016172,              0.0016172
                     61,                 2.0075,                 1.4658,                 2.1842,                0.79598,                0.78275,                0.83306,                0.35998,                 1.8473,                 1.2972,                 2.2525,              0.0016106,              0.0016106,              0.0016106
                     62,                 2.0958,                 1.4546,                 2.2065,                0.77206,                0.78914,                0.81766,                0.34722,                 1.9005,                 1.3079,                 2.2953,               0.001604,               0.001604,               0.001604
                     63,                 2.0062,                 1.3751,                 2.1755,                0.81918,                 0.7816,                0.83054,                0.34411,                 1.9089,                 1.3128,                 2.2456,              0.0015974,              0.0015974,              0.0015974
                     64,                 2.0308,                 1.4441,                 2.2074,                0.77369,                0.76038,                0.81703,                0.34415,                 1.8698,                 1.5922,                 2.2506,              0.0015908,              0.0015908,              0.0015908
                     65,                  2.019,                 1.3948,                 2.1797,                0.79496,                0.76358,                0.82433,                0.34368,                 1.8699,                 1.4788,                 2.2588,              0.0015842,              0.0015842,              0.0015842
                     66,                 1.9753,                 1.4667,                 2.1528,                0.74533,                0.71246,                0.76567,                0.31449,                 1.8423,                 1.4556,                 2.2126,              0.0015776,              0.0015776,              0.0015776
                     67,                 1.9761,                 1.4125,                 2.1631,                0.69521,                 0.6923,                0.72314,                0.29641,                 1.8309,                 1.6819,                 2.2098,               0.001571,               0.001571,               0.001571
                     68,                 1.9809,                 1.3593,                 2.1641,                 0.7682,                0.76038,                0.77297,                0.29382,                 2.0483,                 1.5068,                 2.3174,              0.0015644,              0.0015644,              0.0015644
                     69,                 2.0008,                 1.3885,                 2.1813,                0.81897,                0.76606,                0.82346,                0.33378,                 1.9293,                  1.338,                 2.2664,              0.0015578,              0.0015578,              0.0015578
                     70,                 1.9849,                 1.3676,                  2.151,                0.80681,                0.76052,                0.84749,                0.38974,                 1.7739,                  1.265,                 2.1538,              0.0015512,              0.0015512,              0.0015512
                     71,                 1.9555,                  1.366,                 2.1138,                0.83148,                0.82748,                0.88223,                0.37959,                 1.8093,                 1.2427,                 2.1979,              0.0015446,              0.0015446,              0.0015446
                     72,                 2.0488,                 1.4465,                 2.2348,                0.82614,                0.81978,                0.85072,                0.37088,                 1.8669,                  1.281,                 2.2868,               0.001538,               0.001538,               0.001538
                     73,                 1.9624,                 1.3765,                 2.1993,                0.80249,                0.73993,                0.82036,                0.33555,                 1.9792,                 1.3668,                 2.4137,              0.0015314,              0.0015314,              0.0015314
                     74,                 2.0279,                 1.4177,                 2.2095,                0.82656,                0.83739,                0.86103,                0.38017,                 1.8082,                 1.2544,                 2.2368,              0.0015248,              0.0015248,              0.0015248
                     75,                 1.9955,                 1.4536,                 2.1483,                0.71984,                 0.8209,                0.81595,                0.37492,                 1.7481,                 1.3957,                 2.1888,              0.0015182,              0.0015182,              0.0015182
                     76,                  1.947,                  1.424,                 2.1266,                 0.7517,                0.74441,                0.80189,                0.35247,                 1.7824,                 1.5509,                 2.1637,              0.0015116,              0.0015116,              0.0015116
                     77,                 1.8966,                 1.4071,                 2.1145,                 0.7882,                0.78471,                0.85984,                0.39834,                 1.7387,                 1.3486,                 2.1009,               0.001505,               0.001505,               0.001505
                     78,                 1.9255,                 1.3582,                 2.0991,                 0.7975,                0.76997,                0.82283,                0.38444,                 1.8204,                 1.2257,                 2.1618,              0.0014984,              0.0014984,              0.0014984
                     79,                 1.9707,                 1.3039,                 2.1199,                0.83472,                0.72843,                 0.8229,                0.38274,                 1.8297,                 1.2704,                 2.1707,              0.0014918,              0.0014918,              0.0014918
                     80,                 1.9128,                  1.294,                 2.0903,                0.87181,                0.84738,                0.88716,                0.43748,                 1.7014,                 1.1479,                 2.1231,              0.0014852,              0.0014852,              0.0014852
                     81,                 1.9197,                 1.3208,                 2.0932,                0.87428,                0.84665,                0.88791,                0.43972,                 1.6839,                 1.1469,                 2.0981,              0.0014786,              0.0014786,              0.0014786
                     82,                 1.8582,                 1.2465,                 2.0343,                0.84691,                0.82748,                 0.8992,                0.43905,                 1.6834,                 1.1444,                 2.0715,               0.001472,               0.001472,               0.001472
                     83,                 1.8326,                 1.2568,                 2.0534,                0.83325,                0.84616,                 0.8902,                0.43299,                 1.7155,                 1.1316,                 2.0744,              0.0014654,              0.0014654,              0.0014654
                     84,                 1.9145,                 1.2759,                 2.0645,                0.85547,                0.84345,                0.89772,                0.40353,                 1.8102,                 1.1233,                 2.1451,              0.0014588,              0.0014588,              0.0014588
                     85,                 1.8561,                 1.2471,                 2.0495,                0.83178,                0.84026,                0.87271,                0.40375,                  1.747,                 1.1779,                 2.1633,              0.0014522,              0.0014522,              0.0014522
                     86,                 1.9287,                 1.2845,                 2.1206,                0.87668,                 0.8147,                0.89148,                0.41877,                 1.6781,                 1.2647,                 2.1108,              0.0014456,              0.0014456,              0.0014456
                     87,                 1.8458,                 1.2755,                 2.0515,                0.86053,                0.78853,                0.89095,                0.41895,                   1.67,                 1.2706,                 2.0649,               0.001439,               0.001439,               0.001439
                     88,                 1.9024,                 1.3035,                 2.0777,                 0.8455,                0.82177,                0.90198,                0.44408,                 1.6974,                  1.148,                 2.0655,              0.0014324,              0.0014324,              0.0014324
                     89,                 1.9104,                 1.2586,                 2.0821,                0.89803,                0.84345,                0.91841,                0.41734,                 1.8159,                 1.1055,                 2.1679,              0.0014258,              0.0014258,              0.0014258
                     90,                 1.9059,                 1.1992,                 2.0665,                0.81401,                 0.8722,                 0.9003,                0.43028,                 1.7521,                 1.1315,                 2.1082,              0.0014192,              0.0014192,              0.0014192
                     91,                 1.8723,                 1.2734,                 2.0968,                0.81106,                0.84984,                0.89707,                0.42915,                 1.7305,                 1.1938,                 2.1119,              0.0014126,              0.0014126,              0.0014126
                     92,                 1.8575,                 1.3191,                 2.0803,                0.83388,                0.84345,                 0.9024,                0.41592,                  1.831,                 1.1352,                 2.1365,               0.001406,               0.001406,               0.001406
                     93,                 1.8643,                 1.2473,                 2.0774,                0.85975,                0.88179,                0.93176,                 0.4462,                 1.7317,                 1.0891,                  2.055,              0.0013994,              0.0013994,              0.0013994
                     94,                 1.8277,                  1.201,                 2.0013,                0.85066,                0.85942,                0.93018,                0.43016,                 1.7548,                 1.0975,                 2.1613,              0.0013928,              0.0013928,              0.0013928
                     95,                 1.8448,                 1.2658,                 2.0114,                 0.8215,                0.84345,                0.91145,                0.41267,                 1.7688,                 1.1159,                 2.1473,              0.0013862,              0.0013862,              0.0013862
                     96,                 1.8433,                 1.2842,                 2.0658,                 0.8653,                0.88253,                0.92953,                0.46928,                 1.6693,                 1.0916,                  2.108,              0.0013796,              0.0013796,              0.0013796
                     97,                 1.7923,                 1.1964,                 2.0372,                0.89743,                0.86262,                0.94433,                0.47053,                 1.6773,                 1.0431,                  2.118,               0.001373,               0.001373,               0.001373
                     98,                 1.9091,                   1.22,                 2.1014,                0.86947,                0.85942,                0.92346,                0.48588,                 1.6307,                 1.0495,                 2.0571,              0.0013664,              0.0013664,              0.0013664
                     99,                 1.8797,                 1.2266,                 2.0806,                0.84531,                0.85548,                0.91671,                0.47419,                 1.6569,                 1.0535,                 2.0766,              0.0013598,              0.0013598,              0.0013598
                    100,                 1.8395,                 1.2293,                 2.0421,                0.89356,                0.88506,                 0.9494,                0.48679,                 1.6257,                 1.0434,                  1.986,              0.0013532,              0.0013532,              0.0013532
                    101,                 1.8238,                  1.223,                 1.9914,                0.91273,                0.88179,                 0.9324,                  0.498,                 1.5757,                  1.061,                 1.9848,              0.0013466,              0.0013466,              0.0013466
                    102,                 1.7851,                 1.1909,                 1.9771,                0.89291,                0.85247,                0.93802,                0.50165,                 1.5832,                 1.0231,                 1.9676,                0.00134,                0.00134,                0.00134
                    103,                  1.768,                 1.1491,                 2.0038,                0.89838,                0.86901,                0.95008,                0.50337,                 1.5915,                 1.0054,                 1.9634,              0.0013334,              0.0013334,              0.0013334
                    104,                 1.8081,                 1.1303,                 1.9821,                0.88634,                0.89696,                0.94951,                0.52702,                   1.53,                 1.0021,                  1.927,              0.0013268,              0.0013268,              0.0013268
                    105,                 1.7255,                 1.1417,                 1.9277,                0.89997,                0.88179,                 0.9337,                0.49681,                 1.5769,                 1.0433,                 1.9864,              0.0013202,              0.0013202,              0.0013202
                    106,                 1.7867,                 1.1912,                 2.0081,                0.90984,                0.92013,                0.96362,                0.52017,                 1.5716,                 0.9352,                 1.9773,              0.0013136,              0.0013136,              0.0013136
                    107,                 1.7713,                 1.1146,                 1.9555,                0.89207,                 0.9242,                0.96576,                0.49912,                 1.6258,                0.93756,                 2.0536,               0.001307,               0.001307,               0.001307
                    108,                 1.8684,                 1.1767,                 2.0575,                0.90253,                0.91693,                 0.9594,                0.50239,                 1.6033,                 0.9628,                  1.957,              0.0013004,              0.0013004,              0.0013004
                    109,                 1.7781,                 1.1457,                 1.9165,                0.89287,                0.87859,                0.94418,                0.50587,                   1.54,                 1.0202,                 1.9341,              0.0012938,              0.0012938,              0.0012938
                    110,                  1.794,                 1.1578,                 1.9522,                0.90718,                0.91374,                0.95209,                0.47212,                 1.6583,                0.99855,                 2.0405,              0.0012872,              0.0012872,              0.0012872
                    111,                 1.8433,                 1.1613,                 2.0376,                0.91469,                0.92488,                0.94765,                0.49739,                 1.5975,                 0.9408,                 1.9449,              0.0012806,              0.0012806,              0.0012806
                    112,                  1.798,                 1.1475,                 1.9838,                0.88245,                0.88738,                0.95394,                0.53279,                 1.4934,                 1.0102,                 1.8698,               0.001274,               0.001274,               0.001274
                    113,                 1.6926,                 1.1938,                 1.9319,                0.90754,                0.87804,                0.95136,                0.51971,                 1.5147,                 1.0097,                    1.9,              0.0012674,              0.0012674,              0.0012674
                    114,                 1.7731,                 1.1323,                 1.9651,                 0.9063,                0.92708,                0.95691,                0.53241,                 1.5323,                0.90756,                 1.9048,              0.0012608,              0.0012608,              0.0012608
                    115,                 1.7393,                 1.1211,                 1.9239,                0.91072,                0.93291,                0.96296,                0.54603,                 1.5007,                0.88466,                 1.8928,              0.0012542,              0.0012542,              0.0012542
                    116,                 1.7255,                 1.0933,                 1.9055,                0.92593,                0.91865,                0.96553,                0.56508,                 1.4991,                 0.8827,                 1.8878,              0.0012476,              0.0012476,              0.0012476
                    117,                 1.7568,                  1.157,                 1.9816,                0.90106,                0.88818,                0.94053,                0.49392,                  1.641,                0.96388,                 2.0164,               0.001241,               0.001241,               0.001241
                    118,                 1.7243,                 1.1432,                 1.9296,                0.90862,                 0.9213,                0.96714,                0.54604,                 1.4872,                0.91807,                 1.8733,              0.0012344,              0.0012344,              0.0012344
                    119,                 1.7311,                 1.0899,                  1.922,                0.91728,                0.92114,                0.96206,                0.53806,                 1.4935,                0.94264,                 1.9171,              0.0012278,              0.0012278,              0.0012278
                    120,                 1.7952,                 1.1942,                 2.0032,                0.88991,                0.87859,                 0.9376,                0.50744,                 1.5901,                0.96814,                 1.9921,              0.0012212,              0.0012212,              0.0012212
                    121,                 1.6859,                 1.0918,                 1.8942,                0.87511,                0.89546,                0.95553,                0.49481,                 1.5948,                0.96044,                 1.9853,              0.0012146,              0.0012146,              0.0012146
                    122,                 1.7517,                 1.0879,                 1.9013,                0.91074,                 0.9361,                0.96779,                0.54259,                  1.503,                0.90902,                 1.8918,               0.001208,               0.001208,               0.001208
                    123,                  1.688,                 1.0995,                 1.9227,                0.92816,                0.94943,                0.97791,                 0.5669,                 1.4215,                0.87444,                 1.8345,              0.0012014,              0.0012014,              0.0012014
                    124,                 1.6893,                 1.0494,                 1.8917,                0.92166,                0.94249,                0.97247,                0.56015,                 1.4327,                 0.8665,                 1.8319,              0.0011948,              0.0011948,              0.0011948
                    125,                 1.6504,                 1.0287,                 1.8729,                0.93431,                0.95434,                0.97162,                0.57778,                 1.4047,                0.84082,                 1.8104,              0.0011882,              0.0011882,              0.0011882
                    126,                 1.6609,                 1.0403,                 1.8441,                0.93165,                 0.9145,                0.96634,                 0.5563,                 1.4933,                0.85632,                 1.8833,              0.0011816,              0.0011816,              0.0011816
                    127,                 1.6536,                 1.0448,                 1.8867,                0.92953,                 0.9393,                0.97009,                0.52897,                 1.5559,                0.86919,                 1.8956,               0.001175,               0.001175,               0.001175
                    128,                 1.6565,                  1.049,                 1.9279,                 0.9292,                0.95208,                 0.9765,                0.57469,                 1.4259,                0.86154,                 1.8545,              0.0011684,              0.0011684,              0.0011684
                    129,                 1.6537,                 1.0924,                 1.9021,                0.91683,                 0.9361,                0.96832,                0.56869,                 1.4587,                0.89434,                 1.8772,              0.0011618,              0.0011618,              0.0011618
                    130,                 1.7043,                 1.1008,                 1.8832,                0.94461,                0.92633,                0.97204,                0.58647,                 1.4112,                0.86764,                 1.8141,              0.0011552,              0.0011552,              0.0011552
                    131,                 1.6588,                 1.0791,                 1.8871,                0.94547,                0.94178,                0.97904,                 0.6144,                 1.3472,                 0.8129,                 1.7515,              0.0011486,              0.0011486,              0.0011486
                    132,                 1.7176,                 1.0793,                 1.9102,                0.93125,                 0.9361,                0.97382,                0.58056,                 1.4055,                0.82328,                  1.777,               0.001142,               0.001142,               0.001142
                    133,                 1.6661,                 1.0192,                 1.8464,                0.96001,                0.92971,                0.97794,                0.57246,                  1.472,                0.83501,                 1.8243,              0.0011354,              0.0011354,              0.0011354
                    134,                 1.6532,                 1.0732,                 1.8627,                0.95673,                0.94249,                0.97058,                0.57293,                 1.4293,                 0.8307,                 1.8171,              0.0011288,              0.0011288,              0.0011288
                    135,                 1.7473,                 1.0894,                 1.9323,                0.94436,                0.94569,                 0.9714,                0.58742,                 1.3994,                0.85013,                 1.7995,              0.0011222,              0.0011222,              0.0011222
                    136,                 1.6866,                 1.0616,                 1.8644,                0.93737,                 0.9564,                0.97974,                 0.5587,                 1.4703,                0.87345,                 1.8109,              0.0011156,              0.0011156,              0.0011156
                    137,                 1.6496,                  1.114,                    1.9,                0.94148,                0.92971,                0.97859,                0.58179,                 1.3839,                0.88296,                 1.7602,               0.001109,               0.001109,               0.001109
                    138,                 1.6363,                 1.1183,                 1.8829,                0.91684,                 0.9158,                0.96947,                0.56471,                 1.4479,                0.86507,                 1.7952,              0.0011024,              0.0011024,              0.0011024
                    139,                 1.5842,                  1.009,                 1.7947,                 0.9342,                0.95249,                0.98066,                0.59738,                 1.3881,                0.83923,                 1.7942,              0.0010958,              0.0010958,              0.0010958
                    140,                 1.6412,                  1.028,                 1.8487,                0.96433,                0.95013,                0.98144,                0.61709,                 1.3282,                0.81007,                 1.7615,              0.0010892,              0.0010892,              0.0010892
                    141,                 1.6062,                 1.0027,                 1.8361,                0.95163,                 0.9428,                0.98198,                0.61243,                 1.3563,                0.81454,                 1.7617,              0.0010826,              0.0010826,              0.0010826
                    142,                 1.6322,                 1.0316,                 1.8511,                0.94338,                0.95527,                 0.9817,                0.62143,                 1.3382,                0.79046,                 1.7403,               0.001076,               0.001076,               0.001076
                    143,                 1.6226,                0.98294,                 1.8216,                 0.9501,                0.97321,                0.98609,                0.61128,                 1.3594,                 0.7689,                 1.7539,              0.0010694,              0.0010694,              0.0010694
                    144,                 1.6692,                 1.0362,                 1.8921,                0.94893,                0.94973,                0.98485,                0.61515,                 1.3452,                0.76704,                 1.7439,              0.0010628,              0.0010628,              0.0010628
                    145,                 1.5907,                0.99092,                 1.8207,                0.93668,                0.94519,                0.98296,                0.58996,                 1.4233,                0.78614,                 1.7822,              0.0010562,              0.0010562,              0.0010562
                    146,                 1.5037,                0.92969,                 1.7539,                0.96191,                0.96486,                0.98706,                0.63122,                 1.2834,                0.73225,                 1.6878,              0.0010496,              0.0010496,              0.0010496
                    147,                 1.5874,                 0.9945,                 1.8278,                0.94135,                 0.9743,                0.98949,                0.63631,                 1.2985,                0.74345,                 1.7147,               0.001043,               0.001043,               0.001043
                    148,                 1.6144,                0.98583,                 1.8106,                0.96096,                 0.9437,                0.98697,                0.63202,                 1.3209,                0.74943,                 1.7191,              0.0010364,              0.0010364,              0.0010364
                    149,                 1.6003,                0.95208,                  1.775,                0.93699,                0.96166,                0.98283,                0.63413,                 1.2692,                0.76134,                 1.6805,              0.0010298,              0.0010298,              0.0010298
                    150,                 1.5713,                0.97241,                 1.8111,                0.95229,                0.95847,                0.98447,                0.61919,                 1.3105,                0.73774,                 1.6969,              0.0010232,              0.0010232,              0.0010232
                    151,                 1.5841,                 1.0222,                 1.8181,                0.95159,                0.94197,                0.98409,                0.60586,                 1.3795,                0.77342,                 1.7265,              0.0010166,              0.0010166,              0.0010166
                    152,                 1.5899,                0.94201,                 1.8001,                0.96143,                0.95573,                0.98474,                0.63711,                 1.2835,                0.74123,                 1.6829,                0.00101,                0.00101,                0.00101
